Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2290419,27-Apr-22,South Carolina,Bishopville,1800 Wisacky Hwy,Lee Central High School,0,0,0,0,2
2289689,27-Apr-22,Texas,Schertz,1001 Elbel Rd,Samuel Clemens High School,0,0,0,0,0
2289664,27-Apr-22,Massachusetts,Cambridge,50 Essex St,Prospect Hill Academy,0,0,0,0,1
2289215,27-Apr-22,Virginia,Hampton,1067 Big Bethel Rd,Bethel High School,0,0,0,0,1
2289236,26-Apr-22,Connecticut,New Milford,388 Danbury Rd,New Milford High School,0,0,0,0,3
2288273,26-Apr-22,Michigan,Detroit,18240 Huntington Rd,Ralph W. Emerson Elementary-Middle School,0,0,0,0,0
2288476,26-Apr-22,Tennessee,Rockvale,6545 TN-99,Rockvale High School,0,0,0,0,1
2288378,26-Apr-22,South Carolina,Lancaster,325 Woodland Dr,Lancaster Senior High School,0,0,0,0,0
2288316,26-Apr-22,South Carolina,Blythewood,10901 Wilson Blvd,Blythewood High School,0,0,0,0,1
2288193,26-Apr-22,Michigan,Ishpeming,350 Aspen Ridge School Rd,Aspen Ridge School,1,0,0,0,0
2288002,26-Apr-22,Texas,Rockdale,500 Childress Dr,Rockdale High School,0,0,0,0,1
2289598,26-Apr-22,Indiana,Goshen,401 Lincolnway E,Goshen High School,0,0,0,0,0
2288314,25-Apr-22,South Carolina,Blythewood,10901 Wilson Blvd,Blythewood High School,0,0,0,0,1
2287968,25-Apr-22,Maryland,Hyattsville,7000 Adelphi Rd,Northwestern High School,0,0,0,0,0
2287874,25-Apr-22,Tennessee,Nashville,6211 Nolensville Pike,Oliver Middle School,0,0,0,0,1
2285514,22-Apr-22,Georgia,Savannah,4437 Skidaway Rd,Savannah State University,0,2,0,0,0
2287648,22-Apr-22,Mississippi,Meridian,702 Briarwood Rd,Northeast Lauderdale High School,0,0,0,0,1
2284968,22-Apr-22,Illinois,West Chicago,326 Joliet St,West Chicago Community High School,0,0,0,0,1
2284910,22-Apr-22,Wisconsin,Milwaukee (Wauwatosa),11400 W Center St,Wauwatosa West High School,0,0,0,0,1
2285632,22-Apr-22,South Carolina,Irmo,1400 Old Tamah Rd,Dutch Fork High School,0,0,0,0,1
2285527,22-Apr-22,Georgia,Lagrange,516 N Greenwood St,LaGrange High School,0,0,0,0,1
2287151,22-Apr-22,Texas,San Antonio,23203 Bulverde Rd,Johnson High School,0,0,0,0,1
2285463,22-Apr-22,Florida,Coconut Creek,1400 NW 44th Ave,Coconut Creek High School,0,0,0,0,1
2285947,22-Apr-22,Alabama,Danville,9235 Danville Rd,Danville High School,0,0,0,0,1
2284455,21-Apr-22,Nevada,North Las Vegas,150 W Deer Springs Way,Legacy High School,0,0,0,0,3
2284235,21-Apr-22,Texas,Beeville,301 N Minnesota St,Moreno Junior High School,0,0,0,0,1
2284807,21-Apr-22,Georgia,Tyrone,360 Jenkins Rd,Sandy Creek High School,0,0,0,0,1
2284083,21-Apr-22,Ohio,Cuyahoga Falls,2300 4th St,Cuyahoga Falls High School,0,0,0,0,1
2284685,21-Apr-22,Florida,Saint Petersburg,4940 62nd St N,Hollins High School,0,0,0,0,1
2285393,21-Apr-22,North Dakota,Mott,205 Dakota Ave,Mott-Regent Public School,0,0,1,0,0
2284392,21-Apr-22,Virginia,Henrico,7053 Messer Rd,Varina High School,0,0,0,0,1
2283358,20-Apr-22,Minnesota,Saint Paul,1540 6th St E,Harding High School,0,0,0,0,1
2284160,20-Apr-22,California,Elk Grove,8661 Power Inn Rd,Monterey Trail High School,0,0,0,0,1
2283827,20-Apr-22,Pennsylvania,Philadelphia,801 E Hunting Park Ave,Juniata Park Academy,0,0,0,0,0
2282676,19-Apr-22,South Carolina,North Charleston,8500 Patriot Blvd,Fort Dorchester High School,0,0,0,0,1
2282609,19-Apr-22,Georgia,Atlanta,1626 N Druid Hills Rd,Cross Keys High School,0,0,0,0,1
2283177,19-Apr-22,Florida,Fort Lauderdale (Tamarac),8399 N University Dr,Renaissance Charter School,0,0,0,0,1
2283020,19-Apr-22,Washington,Granger,315 Mentzer Ave,Granger High School,0,0,0,0,0
2281700,18-Apr-22,Florida,Brandon,3003 S Kings Ave,Heaven Sent Daycare Center,0,0,0,1,0
2280851,17-Apr-22,Florida,Orlando,601 W Livingston St,UnionWest at Creative Village,0,0,0,0,1
2283925,15-Apr-22,Washington,Kennewick,4624 W 10th Ave,Legacy High School,0,0,0,0,1
2279936,15-Apr-22,Kentucky,Louisville,8620 Preston Hwy,Southern High School,0,0,0,0,1
2279838,15-Apr-22,Virginia,Norfolk,700 Park Ave,Norfolk State University,0,1,0,0,0
2609033,14-Apr-22,New Mexico,Albuquerque,2300 Arenal Rd SW,Rio Grande High School,0,0,0,0,1
2279188,14-Apr-22,Ohio,Columbus,145 S Central Ave,Starling Middle School,0,0,0,0,1
2289718,13-Apr-22,Tennessee,Johnson City (Gray),1440 Suncrest Dr,Daniel Boone High School,0,0,0,0,2
2278412,13-Apr-22,Ohio,Cleveland,4900 Turney Rd,Garfield Heights High School,0,0,0,0,1
2278311,13-Apr-22,Arkansas,Jonesboro,2118 Valley View Dr,Valley View Junior High School,0,0,0,0,0
2278878,13-Apr-22,Tennessee,Pioneer,6691 TN-297,Elk Valley Elementary School,0,0,0,0,1
2277777,12-Apr-22,Utah,Draper,13133 S 1300 E,Draper Park Middle School,0,0,0,0,1
2277956,12-Apr-22,Texas,San Benito,151 Helen Moore Rd,Rising Scholars Academy,0,0,0,0,1
2276663,12-Apr-22,Minnesota,Minneapolis,630 22nd Ave S,Lindell Library,0,1,0,0,0
2277203,12-Apr-22,Louisiana,Baton Rouge,800 E McKinley St,McKinley High School,0,0,0,0,1
2275777,11-Apr-22,Texas,Beaumont,8750 Phelan Blvd,Westbrook High School,0,0,0,0,1
2277902,11-Apr-22,Tennessee,Maryville,1126 William Blount Dr,William Blount High School Freshman Academy,0,0,0,0,1
2276298,11-Apr-22,Arkansas,Pine Bluff,711 W 11th Ave,Pine Bluff High School,0,0,0,0,0
2273952,8-Apr-22,Virginia,Lynchburg,2111 Memorial Ave,EC Glass High School,0,0,0,0,1
2273983,7-Apr-22,Texas,Houston,3600 Rosewood St,Texas Southern University,1,0,0,0,0
2273119,7-Apr-22,Tennessee,Nashville,1150 Hunters Ln,Hunters Lane High School,0,0,0,0,1
2273189,7-Apr-22,California,Modesto,18 H St,Modesto High School,0,0,0,0,1
2273106,7-Apr-22,Florida,Jacksonville,3816 N Main St,Andrew Jackson High School,0,0,0,0,0
2272814,6-Apr-22,Nevada,North Las Vegas,3200 W Alexander Rd,Cheyenne High School,0,0,0,0,1
2272434,6-Apr-22,West Virginia,Evans,205 School House Rd,Evans Elementary School,0,0,0,0,2
2273109,6-Apr-22,Missouri,Dexter,1101 W Grant St,Dexter High School,0,0,0,0,1
2278682,6-Apr-22,Virginia,Woodbridge,15101 Blackburn Rd,Rippon Middle School,0,0,0,0,2
2272803,6-Apr-22,Louisiana,Springhill,101 S Arkansas St,North Webster High School,0,0,0,0,0
2272694,6-Apr-22,South Carolina,Pamplico,2055 S Pamplico Hwy,Hannah Pamplico High School,0,0,0,0,1
2272451,6-Apr-22,West Virginia,Hamlin,81 Lincoln Panther Way,Lincoln County High School,0,0,0,0,2
2273939,5-Apr-22,Tennessee,Jackson,3470 Ridgecrest Rd Exd,Liberty Technology Magnet High School,0,0,0,0,1
2272234,5-Apr-22,California,Sanger,1045 N Bethel Ave,Sanger High School,0,0,0,0,1
2271033,5-Apr-22,Pennsylvania,Erie,3325 Cherry St,Erie High School,0,1,0,0,1
2270605,4-Apr-22,South Carolina,Columbia,120 Sparkleberry Ln,Spring Valley High School,0,0,0,0,1
2268375,1-Apr-22,Michigan,Clinton Township,18300 19 Mile Rd,Chippewa Valley High School,0,0,0,0,1
2268432,1-Apr-22,South Carolina,Florence,1119 N Irby St,Williams Middle School,0,0,0,0,4
2268893,1-Apr-22,New York,New York (Manhattan),140 W 102nd St,Edward Reynolds West Side High School,0,0,0,0,0
2268451,1-Apr-22,New York,Shortsville,1506 NY 21,Red Jacket High School,0,0,0,0,1
2268180,1-Apr-22,Maryland,Waldorf,10145 Berry Rd,Mattawoman Middle School,0,0,0,0,1
2268087,1-Apr-22,Ohio,Oberlin,15181 OH-58,Lorain County Joint Vocational School,0,0,0,0,1
2272654,1-Apr-22,New Jersey,Salem,183 Smith St,John Fenwick Elementary School,0,0,0,0,1
2272650,1-Apr-22,New Jersey,Salem,219 Walnut St,Salem High School,0,0,0,0,1
2266969,31-Mar-22,Pennsylvania,Philadelphia,6701 Callowhill St,West Philadelphia Achievement Charter Elementary,0,0,0,0,1
2267635,31-Mar-22,Georgia,Valdosta,2379 Copeland Rd,Lowndes Middle School,0,0,0,0,0
2267339,31-Mar-22,South Carolina,Greenville,44 Merriwoods Dr,Tanglewood Middle School,1,0,0,0,1
2268670,31-Mar-22,Illinois,Chicago,1744 W Pryor Ave,Morgan Park High School,0,0,0,0,1
2267749,31-Mar-22,Alabama,Muscle Shoals,1400 Avalon Ave,McBride Elementary,0,0,0,0,0
2266525,30-Mar-22,Connecticut,New Fairfield,12 Gillotti Rd,Consolidated School,0,0,0,0,1
2266586,30-Mar-22,Georgia,Atlanta,45 Whitehouse Dr SW,Booker T. Washington High School,0,0,0,1,0
2265745,29-Mar-22,Michigan,Coopersville,198 East St,Coopersville High School,0,0,0,0,0
2266256,29-Mar-22,Nevada,Las Vegas,4601 W Bonanza Rd,Western High School,0,0,0,2,0
2265713,29-Mar-22,Illinois,Rockford,605 New England Rd,Guilford High School,0,0,0,0,0
2265705,29-Mar-22,Illinois,Chicago,4316 S Princeton Ave,Thomas A Hendricks Community School,0,1,0,0,0
2267265,29-Mar-22,Virginia,Appomattox,198 Evergreen Ave,Appomattox County High School,0,0,0,0,2
2266010,29-Mar-22,Virginia,Roanoke,1220 5th St NW,Lucy Addison Middle School,0,0,0,0,1
2265991,28-Mar-22,Texas,Fort Worth,9100 S Hulen St,North Crowley High School,0,0,0,0,0
2265149,28-Mar-22,Tennessee,Nashville,110 Gallatin Ave,East Nashville High School,0,0,0,0,1
2265938,28-Mar-22,Texas,Brenham,525 A H Ehrig Dr,Brenham High School,0,0,0,0,0
2265887,28-Mar-22,Massachusetts,Boston,36 Winthrop St,Dearborn STEM Academy,0,0,0,0,1
2267316,28-Mar-22,Colorado,Pueblo,4202 CO-78,Roncalli STEM Academy,0,0,0,0,1
2266894,28-Mar-22,Missouri,Saint Peters,100 Dubray Dr,DuBray Middle School,0,0,0,0,0
2265263,28-Mar-22,North Carolina,Charlotte,1825 Oakdale Rd,Oakdale Elementary School,0,2,0,0,1
2263578,26-Mar-22,Wisconsin,Milwaukee,1500 block of W Kilbourn Ave,Marquette University,0,1,0,0,0
2263622,25-Mar-22,Virginia,Petersburg,3101 Johnson Rd,Petersburg High School,0,0,0,0,1
2263284,25-Mar-22,Kentucky,Louisville,10200 Dixie Hwy,Valley High School,0,0,0,0,0
2262108,24-Mar-22,Maryland,Baltimore,2801 N Dukeland St,ConneXions: A Community Based Arts School,0,0,0,0,1
2262413,24-Mar-22,Virginia,Woodbridge,15101 Blackburn Rd,Rippon Middle School,0,0,0,0,1
2262374,24-Mar-22,Virginia,Lynchburg,591 12th St,LCS Empowerment Academy,0,0,0,0,1
2267073,23-Mar-22,Arizona,Kingman,W Beale St and Grandview Ave,N/A,0,1,0,0,0
2261465,23-Mar-22,Tennessee,Mount Juliet,1875 Golden Bear Gateway,Mt. Juliet High School,0,0,0,0,1
2261867,23-Mar-22,Texas,Bowie,800 N Mill St,Bowie Intermediate School,0,0,0,0,1
2263264,23-Mar-22,Texas,Paris,3250 S Church St,Chisum High School,0,0,0,0,0
2260656,22-Mar-22,Kansas,Overland Park,7401 Johnson Dr,Shawnee Mission North High School,0,0,0,0,1
2260506,22-Mar-22,New York,Bronx,1594 Bathgate Ave,Bathgate High School,0,0,0,0,2
2263919,22-Mar-22,Louisiana,Baton Rouge,Elton C Harrison Dr,Southern University/US Jones dorm,0,0,0,0,1
2267270,22-Mar-22,Virginia,Roanoke,Loudon Ave NW,N/A,0,0,0,0,0
2260249,21-Mar-22,Wisconsin,Kenosha,6900 60th St,Mahone Middle School,0,0,0,0,1
2259755,21-Mar-22,Louisiana,Lafayette,400 Rue Scholastique,Ossun Elementary,0,0,0,0,0
2256961,18-Mar-22,New York,Rochester,1801 E Main St,East High School,0,0,0,0,0
2257406,18-Mar-22,Nevada,Las Vegas,6600 W Erie Ave,Desert Oasis High School,0,0,0,0,1
2278242,17-Mar-22,Kentucky,Louisville,S 11th St and W Jefferson St,N/A,0,0,0,0,1
2256141,16-Mar-22,California,Riverside,11050 Arlington Ave,Loma Vista Middle School,0,0,0,0,1
2254970,16-Mar-22,Arizona,Buckeye,20050 W Indian School Rd,Verrado High School,0,0,0,0,1
2255453,16-Mar-22,Kentucky,Essie,12975 US-421,Stinnett Elementary School,0,0,0,0,1
2254658,15-Mar-22,Massachusetts,Boston,9 Peacevale Rd,TechBoston Academy,0,2,0,0,2
2254531,15-Mar-22,California,San Diego,4777 Imperial Ave,Lincoln High School,0,0,0,0,1
2254387,15-Mar-22,South Carolina,Hopkins,2615 Lower Richland Blvd,Lower Richland High School,0,0,0,0,1
2255114,15-Mar-22,Washington,Yakima,611 S 44th Ave,Eisenhower High School,1,1,0,0,1
2552674,15-Mar-22,Indiana,Lafayette,615 N 18th St,The Excel Center,0,0,0,0,1
2255599,15-Mar-22,Missouri,Kansas City,8715 Holmes Rd,Center High School,0,0,0,0,0
2254548,15-Mar-22,Maryland,Baltimore,1400 Orleans St,Paul Laurence Dunbar High School,0,1,0,0,0
2254146,14-Mar-22,Washington,Moses Lake,1111 E Nelson Rd,Chief Moses Middle School,0,0,0,0,1
2254422,14-Mar-22,South Carolina,Boiling Springs,2251 Old Furnace Rd,Boiling Springs High School,0,0,0,0,1
2257530,14-Mar-22,North Carolina,Winston Salem (Winston-salem),1394 Thurmond St,Paisley IB Magnet School,0,0,0,0,1
2254175,14-Mar-22,California,Placentia,645 N Angelina Middle School,Kraemer Middle School,1,0,0,0,0
2252165,11-Mar-22,California,Richmond,5000 Valley View Rd,De Anza High School,0,0,0,0,0
2252224,11-Mar-22,Wisconsin,Racine,3535 Lasalle St,Jerstad-Agerholm Elementary,0,0,0,0,1
2251319,11-Mar-22,Florida,Fort Lauderdale,2330 NW 12th Ct,Dillard Elementary School,0,0,0,0,0
2253545,11-Mar-22,Kentucky,Louisville,8620 Preston Hwy,Southern High School,0,0,0,0,0
2251908,11-Mar-22,North Carolina,Greensboro,201 Alma Pinnix Dr,Page High School,0,0,0,0,1
2251859,10-Mar-22,North Carolina,Nashville,1638 S 1st St,Nash Central Middle School,0,0,0,0,1
2251168,10-Mar-22,Ohio,Columbus,546 Jack Gibbs Blvd,Fort Hayes Metropolitan Education Center,0,0,0,0,1
2251178,10-Mar-22,Ohio,Cincinnati,2981 Montana Ave,Westwood Elementary School,0,0,0,0,0
2251872,9-Mar-22,Washington,Spokane,500 W Longfellow Ave,Francis Willard Elementary School,0,0,0,0,1
2250512,9-Mar-22,Texas,San Antonio,8400 N Loop 1604 W,Northside ISD  Dub Farris Athletic Complex,0,1,0,0,1
2250399,9-Mar-22,Georgia,Trenton,300 Tradition Ln,Dade County High School,0,0,0,0,1
2250312,9-Mar-22,Florida,Miami Gardens,4692 NW 183rd St,North Gardens High School,0,2,0,0,3
2250847,9-Mar-22,Florida,Kissimmee,3055 Lake Marion Creek Rd,Lake Marion Creek Middle School,0,0,0,0,1
2250788,9-Mar-22,California,Los Angeles,3921 Selig Pl,East Los Angeles Skills Center,0,0,0,0,1
2257420,9-Mar-22,Nevada,Las Vegas,6600 W Erie Ave,Desert Oasis High School,0,0,0,0,0
2250479,8-Mar-22,Virginia,New Kent,7365 Egypt Rd,New Kent High School,0,0,0,0,0
2249879,8-Mar-22,Florida,Port Orange,1250 Reed Canal Rd,Atlantic High School,0,0,0,0,1
2250160,8-Mar-22,Florida,Jacksonville,590 Duval Station Rd,First Coast High School,0,0,0,0,1
2249356,7-Mar-22,Michigan,Belleville,501 W Columbia Ave,Belleville High School,0,0,0,0,0
2248847,7-Mar-22,Ohio,Batavia,4101 Bach Buxton Rd,West Clermont High School,0,0,0,0,1
2248522,7-Mar-22,Iowa,Des Moines,815 E 13th St,East High School,1,2,0,0,10
2250288,7-Mar-22,Michigan,Battle Creek,115 E Emmett St,Fremont International Academy,0,0,0,0,1
2248763,7-Mar-22,Virginia,Hampton,1491 W Queen St,Hampton High School,0,0,0,0,1
2249914,7-Mar-22,Kentucky,Pikeville,100 Winners Circle Dr,Pike Central High School,0,0,0,0,1
2246561,4-Mar-22,Illinois,Edwardsville,2 Prairie Dr,Prairie Hall/ Southern Illinois University Edwardsville,0,0,0,0,1
2246568,4-Mar-22,Kansas,Olathe,14545 W 127th St,Olathe East High School,0,2,0,1,1
2246961,4-Mar-22,New Jersey,Clark,365 Westfield Ave,Arthur L. Johnson High School,0,0,0,0,1
2245928,3-Mar-22,Illinois,Rantoul,200 S Sheldon St,Rantoul Township High School,0,0,0,0,1
2245542,2-Mar-22,North Carolina,Charlotte,2001 Alleghany St,Harding University High School,0,0,0,0,0
2245377,2-Mar-22,California,Twentynine Palms,73175 El Paseo Dr,Oasis Elementary School,0,0,0,0,1
2245183,2-Mar-22,Illinois,Springfield,2350 E Ash St,Springfield Southeast High School,0,0,0,0,1
2248518,2-Mar-22,Iowa,Winthrop,414 5th St N,East Buchanan High School,0,0,0,0,1
2246480,2-Mar-22,South Carolina,Conway,5639 US-701 N,Academy for Technology and Academics,0,0,0,0,1
2245793,2-Mar-22,California,Antioch,4325 Spaulding St,Mno Grant Elementary,0,0,0,0,1
2244462,1-Mar-22,Texas,Colleyville,5401 Heritage Ave,Colleyville Heritage High School,0,0,0,0,2
2244265,1-Mar-22,Florida,Land O Lakes (Land O' Lakes),5334 Parkway Blvd,Pine View Middle School,0,0,0,0,1
2245393,28-Feb-22,California,Stockton,100 Doctor MLK Jr Blvd,Edison High School,0,0,0,0,1
2243754,28-Feb-22,North Carolina,Parkton,400 N Green St,Parkton Elementary School,0,0,0,0,0
2243658,28-Feb-22,Nevada,Reno,6055 Lancer St,Robert McQueen High School,0,0,0,0,1
2243833,28-Feb-22,New York,Brooklyn,1745 Fulton St,Boys and Girls High School,0,1,0,0,0
2241994,25-Feb-22,North Carolina,Charlotte,2219 Senior Dr,West Charlotte High School,0,0,0,0,0
2241810,25-Feb-22,Florida,Niceville,800 E John Sims Pkwy,Niceville High School,0,0,0,0,1
2242123,25-Feb-22,Florida,Miami,10655 SW 97th Ave,Miami Killian Senior High School,0,0,0,0,2
2242146,25-Feb-22,Texas,Denton,815 Cross Timber St,Fred Moore High School,0,0,0,0,0
2242066,25-Feb-22,Alabama,Huntsville,2755 Wilson Dr,Sonnie Hereford Elementary School,0,1,0,0,0
2244775,24-Feb-22,Ohio,Columbus,1500 E Broad St,East High School,0,0,0,0,1
2245160,24-Feb-22,Wisconsin,Milwaukee,6215 W Warnimont Ave,Hamilton High School,0,0,0,0,1
2240447,23-Feb-22,Ohio,Youngstown,2545 Erie St,Cardinal Mooney High School,0,0,0,0,1
2241445,23-Feb-22,Virginia,Woodbridge,3001 Old Bridge Rd,Woodbridge High School,0,0,0,0,0
2240719,23-Feb-22,North Carolina,Rocky Mount,1500 E Virginia St,Parker Middle School,0,0,0,0,2
2242322,23-Feb-22,Texas,San Antonio,500 W Formosa Blvd,Dillard McCollum High School,0,0,0,0,1
2241276,23-Feb-22,Florida,Naples,4911 20th Pl SW,Golden Gate Elementary,0,0,0,0,1
2242251,23-Feb-22,Illinois,Chicago,1434 N Parkside Ave,Ella Flagg Young Elementary School,0,0,0,0,0
2240496,23-Feb-22,Nevada,Carson City,1111 N Saliman Rd,Carson High School,0,0,0,0,1
2239832,22-Feb-22,South Carolina,Laurens,5058 Hwy 76 W,Laurens District 55 High School,0,0,0,0,1
2239714,22-Feb-22,Virginia,Roanoke,3649 Ferncliff Ave NW,William Fleming High School,0,0,0,0,0
2240232,22-Feb-22,Maryland,Pomfret,7775 Marshall Corner Rd,Robert D. Stethem Educational Center,0,0,0,0,1
2239988,22-Feb-22,Ohio,Dayton (Kettering),5030 Polen Dr,John F. Kennedy Elementary School,0,0,0,0,0
2239948,22-Feb-22,Colorado,Pueblo (Pueblo West),484 S Maher Dr,Liberty Point International Middle School,0,0,1,0,0
2240712,21-Feb-22,North Carolina,Greenville,3300 Briarcliff Dr,Lakeforest Elementary School,0,0,0,0,0
2239847,20-Feb-22,South Carolina,Spartanburg,196 Wofford Campus Dr,Wofford College,0,0,0,0,0
2240392,19-Feb-22,Ohio,Hilliard,5100 Davidson Rd,Hilliard Davidson High School,0,0,0,0,0
2236873,18-Feb-22,Massachusetts,Boston,95 G St,Excel High School,0,0,0,0,1
2236685,18-Feb-22,South Carolina,Laurens,301 Henry St,Laurens Elementary School,0,0,0,0,0
2237177,18-Feb-22,Florida,Sanford,2701 Ridgewood Ave,Seminole High School,0,0,0,0,1
2237479,17-Feb-22,Florida,Miami Gardens,3101 NW 191st St,Brentwood Elementary,0,0,0,0,1
2323853,17-Feb-22,Texas,Corsicana,3701 E State Hwy 22,Corsicana High School,0,0,0,0,2
2236283,17-Feb-22,Virginia,Richmond,6300 Hull Street Rd,River City Middle School,0,0,0,0,1
2236837,17-Feb-22,Tennessee,Memphis,1363 E Person Ave,Hamilton High School,0,0,0,0,1
2236030,16-Feb-22,Texas,Mc Gregor (Mcgregor),903 Bluebonnet Pkwy,McGregor High School,0,0,0,0,0
2235050,16-Feb-22,Texas,Silsbee,1575 Hwy 96 N,Silsbee High School,0,0,0,0,0
2234936,16-Feb-22,California,Bakersfield,1241 G St,Bakersfield High School,0,0,0,0,1
2235718,16-Feb-22,Missouri,Saint Louis (Kirkwood),801 W Essex Ave,Kirkwood High School,0,0,0,0,1
2235322,15-Feb-22,California,Vacaville,1781 Marshall Rd,Notre Dame School,0,0,0,0,1
2234434,15-Feb-22,Texas,Fort Worth,3700 Mighty Mite Dr,Uplift Mighty Preparatory,0,0,0,0,0
2250086,15-Feb-22,Florida,Cantonment,1771 Tate Rd,Tate High School,0,0,0,0,1
2235642,15-Feb-22,Maryland,Essex,501 Stemmers Run Rd,Kenwood High School,0,0,0,0,1
2233939,14-Feb-22,South Carolina,Columbia,7500 Brookfield Rd,Richland Northeast High School,0,0,0,0,1
2234567,12-Feb-22,New York,Corona (Queens),179-01 90th Ave,P.S. 95,0,0,0,0,0
2231955,11-Feb-22,District of Columbia,Washington,3400 Wheeler Rd SE,Eagle Academy,0,1,0,0,0
2231904,11-Feb-22,Tennessee,Shelbyville,3470 US-41A,Community Middle School,0,0,0,0,1
2354913,11-Feb-22,New Mexico,Socorro,1200 Michigan Ave,Socorro High School,0,0,0,0,0
2234316,11-Feb-22,Florida,Daytona Beach,2700 N Oleander Ave,Seabreeze High School,0,0,0,0,1
2232118,11-Feb-22,North Carolina,Red Springs,509 N Vance St,Red Springs High School,0,0,0,0,1
2232232,11-Feb-22,Florida,Leesburg,1401 Yellow Jacket Way,Leesburg High School,0,0,0,0,1
2231880,11-Feb-22,California,Bell Gardens (Cudahy),4811 Elizabeth St,Elizabeth Learning Center,0,0,0,0,1
2231786,10-Feb-22,Tennessee,Nashville,160 Antioch Pike,Glencliff High School,0,0,0,0,1
2231867,10-Feb-22,Maryland,Baltimore,3500 Hillen Rd,Mergenthaler High School,0,0,0,0,0
2231058,10-Feb-22,Pennsylvania,Middletown,215 Oberlin Rd,Middletown Middle School,0,0,0,0,0
2231353,10-Feb-22,Montana,Laurel,203 E 8th St,Laurel High School,0,0,0,0,1
2232141,10-Feb-22,Virginia,Woodbridge,14000 Smoketown Rd,Gar-Field High School,0,0,0,0,1
2232710,10-Feb-22,Ohio,Columbus,2555 Briggs Rd,Briggs High School,0,0,0,0,1
2230154,9-Feb-22,Minnesota,Minneapolis,N Girard Ave and N 37th Ave,On School Bus,0,1,0,0,0
2231656,9-Feb-22,Georgia,East Dublin,930 Hwy 80 E,East Laurens Middle School,0,0,0,0,1
2231884,9-Feb-22,Kentucky,Hi Hat,299 Mt Raider Dr,South Floyd Elementary School,0,0,0,0,0
2230092,9-Feb-22,New York,Buffalo,1500 Elmwood Ave,McKinley High School,0,2,0,0,1
2230403,8-Feb-22,Texas,Raymondville,11932 Jones St,Lasara School,0,0,0,0,0
2229660,8-Feb-22,North Carolina,Greensboro,4800 block of Chapel Ridge Dr,Public School Bus Stop,0,1,0,0,0
2230114,8-Feb-22,Alabama,Seale,4716 Old Seale Hwy,Russell County Middle School,0,0,0,0,1
2229442,8-Feb-22,Maryland,Catonsville,421 Bloomsbury Ave,Catonsville High School,0,1,0,0,2
2230582,8-Feb-22,Alabama,Lanett,1301 S 8th Ave,Lanett High School,0,0,0,0,1
2230253,8-Feb-22,Tennessee,Murfreesboro,802 Warrior Dr,Riverdale High School,0,0,0,0,1
2229021,7-Feb-22,Louisiana,Baton Rouge,6650 Cedar Grove Dr,Glen Oaks High School,0,0,0,0,1
2230281,7-Feb-22,California,Tracy,31400 S Koster Rd,Delta Charter High School,0,0,0,0,1
2230135,7-Feb-22,California,Hercules,1900 Refugio Valley Rd,Hercules High School,0,0,0,0,2
2236026,7-Feb-22,Mississippi,Columbus,2920 New Hope Rd,New Hope High School,0,0,0,0,1
2229432,7-Feb-22,New York,Jamestown,301 Cole Ave,Fletcher Elementary School,0,0,0,0,0
2229050,7-Feb-22,Kentucky,Versailles,100 School House Rd,Woodford County Middle School,0,0,0,0,1
2232847,5-Feb-22,North Carolina,Troy,770 Glenn Rd,Montgomery Central High School,0,0,0,0,0
2227008,4-Feb-22,Alabama,Birmingham,2800 Wilson Rd SW,Wenonah High School,0,1,0,0,0
2227030,3-Feb-22,Georgia,Decatur,2863 Kelley Chapel Rd,Southwest DeKalb High School,0,0,0,1,0
2235911,3-Feb-22,Virginia,South Boston,1 High School Cir,Halifax County High School,0,0,0,0,2
2234020,2-Feb-22,Louisiana,Monroe,2939 Renwick St,Carroll High School,0,0,0,0,1
2230238,2-Feb-22,South Carolina,Chester,1330 J.A. Cochran Bypass,Chester High School,0,0,0,0,1
2225933,2-Feb-22,Washington,Lakewood,11023 Gravelly Lake Dr SW,Clover Park High School,0,0,0,0,1
2225828,2-Feb-22,Virginia,Richmond,2101 Pump Rd,Mills Godwin High School,0,0,0,0,1
2225531,2-Feb-22,Arizona,Tucson,350 S Harrison Rd,Rollin T Gridley Middle School,0,0,0,0,0
2224372,1-Feb-22,Pennsylvania,Sharon Hill,300 Calcon Hook Rd,Academy Park High School,0,0,0,0,1
2225283,1-Feb-22,Georgia,Conyers,2400 Granade Rd SW,Heritage High School,0,0,0,0,1
2224245,1-Feb-22,Virginia,Bridgewater,403 E College St,Bridgewater College / Flory Hall,2,0,0,1,1
2226643,1-Feb-22,Nevada,Sparks,2200 Primio Way,Moss Elementary School,0,0,0,0,0
2224788,1-Feb-22,Wisconsin,Milwaukee,1801 W Olive St,Rufus King High School,0,5,0,0,1
2224712,1-Feb-22,Virginia,Richmond,302 Azalea Ave,Henrico High School,0,0,0,0,1
2224205,1-Feb-22,Minnesota,Minneapolis (Richfield),7450 Penn Ave S,South Education Center,1,2,0,0,2
2225407,31-Jan-22,North Carolina,Elizabeth City,1064 Northside Rd,Pasquotank County High School,0,0,0,0,0
2231159,31-Jan-22,Illinois,Kankakee,2111 E Crestwood St,Kankakee Junior High School,0,0,0,0,1
2225263,31-Jan-22,Colorado,Fruita,1102 Wildcat Ave,Fruita Monument High School,0,0,0,0,1
